area,bedrooms,bathrooms,location,price
1877.0,3.0,3.0,Bihar,13789684.0
1508.0,4.0,4.0,Madhya Pradesh,11732723.0
736.0,2.0,2.0,Andaman and Nicobar Islands,5060232.0
1283.0,2.0,1.0,Odisha,7443221.0
844.0,4.0,4.0,Andhra Pradesh,6922537.0
993.0,3.0,3.0,Dadra and Nagar Haveli and Daman and Diu,5977722.0
1566.0,3.0,3.0,Chhattisgarh,12887678.0
2481.0,5.0,4.0,Sikkim,25871100.0
2077.0,3.0,3.0,Andhra Pradesh,17223166.0
1784.0,3.0,3.0,Karnataka,23398244.0
661.0,2.0,2.0,Manipur,4226278.0
768.0,2.0,1.0,Lakshadweep,4095142.0
2127.0,2.0,2.0,Nagaland,15085982.0
1378.0,4.0,3.0,Rajasthan,9618735.0
1982.0,4.0,4.0,Jharkhand,15042453.0
1098.0,2.0,1.0,Sikkim,8433700.0
1733.0,2.0,2.0,Haryana,16702993.0
1169.0,4.0,5.0,West Bengal,7734844.0
1556.0,1.0,2.0,Lakshadweep,9047165.0
1522.0,3.0,4.0,Puducherry,12570996.0
1602.0,3.0,4.0,Telangana,21287415.0
1221.0,3.0,2.0,Rajasthan,8340268.0
1626.0,2.0,2.0,Tamil Nadu,19892264.0
924.0,3.0,3.0,Madhya Pradesh,6625044.0
1560.0,2.0,3.0,Andhra Pradesh,9241511.0
2989.0,3.0,3.0,Ladakh,26664632.0
1994.0,1.0,2.0,Chhattisgarh,13346534.0
2050.0,3.0,2.0,Tripura,12575703.0
1440.0,3.0,2.0,Delhi,17823752.0
628.0,2.0,1.0,Delhi,6035101.0
1156.0,2.0,2.0,Delhi,15439062.0
2050.0,2.0,2.0,Mizoram,13177319.0
1280.0,2.0,1.0,Maharashtra,13241196.0
1056.0,2.0,3.0,Uttarakhand,8883197.0
1913.0,5.0,6.0,Jharkhand,14893984.0
1056.0,2.0,2.0,Gujarat,8787837.0
1363.0,4.0,3.0,Andhra Pradesh,8768608.0
1747.0,5.0,6.0,Andaman and Nicobar Islands,13862580.0
962.0,2.0,3.0,Jammu and Kashmir,9307510.0
1484.0,3.0,2.0,Uttar Pradesh,9501193.0
1754.0,4.0,3.0,Lakshadweep,14446622.0
2147.0,3.0,3.0,Tripura,14061577.0
1860.0,3.0,3.0,Assam,14774963.0
1584.0,3.0,2.0,Assam,9750516.0
1530.0,1.0,2.0,Tamil Nadu,16970713.0
1819.0,3.0,3.0,Assam,13326305.0
2089.0,5.0,5.0,Andhra Pradesh,23625203.0
1917.0,5.0,4.0,Jharkhand,17692158.0
1519.0,1.0,2.0,Uttar Pradesh,8437334.0
1662.0,3.0,2.0,Nagaland,12626356.0
1475.0,2.0,3.0,Assam,12529369.0
1462.0,4.0,4.0,Tamil Nadu,17500318.0
957.0,1.0,2.0,Tamil Nadu,9497153.0
2574.0,5.0,4.0,Rajasthan,21457096.0
2339.0,4.0,3.0,Tripura,17331067.0
1433.0,2.0,3.0,Delhi,17169724.0
1422.0,1.0,2.0,West Bengal,7172686.0
2008.0,4.0,4.0,Haryana,27639382.0
1590.0,2.0,1.0,Rajasthan,8227854.0
1943.0,3.0,4.0,Maharashtra,26396752.0
2028.0,4.0,4.0,Rajasthan,18397057.0
1599.0,3.0,4.0,Meghalaya,12012789.0
2279.0,2.0,3.0,Mizoram,13595410.0
2107.0,3.0,4.0,Meghalaya,13315646.0
1516.0,1.0,2.0,Rajasthan,8815468.0
2285.0,5.0,6.0,Puducherry,18904545.0
1638.0,2.0,2.0,Bihar,10909211.0
1175.0,2.0,1.0,Sikkim,7506397.0
1823.0,2.0,2.0,Madhya Pradesh,13005588.0
3372.0,5.0,6.0,Haryana,45469454.0
1494.0,2.0,3.0,Lakshadweep,10329509.0
2117.0,4.0,4.0,Uttarakhand,24632264.0
1248.0,3.0,4.0,Tamil Nadu,16459506.0
1791.0,4.0,3.0,Tamil Nadu,23544108.0
2963.0,5.0,5.0,Kerala,35765624.0
1593.0,4.0,4.0,Rajasthan,12542945.0
2126.0,5.0,6.0,Jammu and Kashmir,23551282.0
768.0,2.0,1.0,Nagaland,4314604.0
1527.0,4.0,3.0,Mizoram,9019061.0
893.0,3.0,3.0,Delhi,11194053.0
1561.0,3.0,2.0,Goa,21104097.0
3061.0,4.0,4.0,Arunachal Pradesh,25075066.0
1635.0,5.0,5.0,Chandigarh,24164955.0
676.0,3.0,4.0,Karnataka,11618037.0
2303.0,3.0,4.0,Ladakh,23319243.0
1404.0,3.0,2.0,Chandigarh,16794872.0
2041.0,2.0,1.0,Karnataka,25675757.0
1265.0,2.0,1.0,Manipur,9513271.0
1211.0,2.0,1.0,Delhi,17049209.0
1499.0,2.0,3.0,Himachal Pradesh,13895195.0
1571.0,1.0,1.0,Jammu and Kashmir,11997334.0
1717.0,4.0,3.0,Lakshadweep,13062769.0
1573.0,3.0,4.0,Jammu and Kashmir,14525030.0
1330.0,5.0,6.0,Puducherry,11612339.0
1057.0,3.0,2.0,Haryana,11653303.0
1433.0,1.0,1.0,Karnataka,13824402.0
640.0,2.0,2.0,Jammu and Kashmir,5002584.0
1200.0,2.0,2.0,Chhattisgarh,5595561.0
2383.0,5.0,6.0,Nagaland,26169187.0
1827.0,2.0,2.0,Delhi,21343958.0
1847.0,3.0,2.0,Gujarat,19986222.0
2058.0,5.0,5.0,Rajasthan,21375253.0
3125.0,5.0,5.0,Uttarakhand,35225197.0
1810.0,2.0,2.0,Nagaland,13804124.0
1590.0,1.0,1.0,Tripura,7739597.0
1878.0,2.0,3.0,Tamil Nadu,30180044.0
1725.0,1.0,2.0,Ladakh,14352234.0
1352.0,2.0,1.0,Punjab,8648272.0
1091.0,3.0,3.0,Haryana,13593360.0
1993.0,4.0,5.0,Kerala,20836273.0
1773.0,3.0,3.0,Madhya Pradesh,12460406.0
2144.0,3.0,3.0,Uttarakhand,22539568.0
1146.0,2.0,1.0,Tamil Nadu,10244067.0
1409.0,4.0,3.0,Ladakh,14436117.0
1790.0,3.0,4.0,Mizoram,14358508.0
1728.0,4.0,5.0,Dadra and Nagar Haveli and Daman and Diu,17774338.0
1449.0,5.0,6.0,Rajasthan,10681177.0
1776.0,2.0,1.0,Madhya Pradesh,13222838.0
546.0,2.0,1.0,Madhya Pradesh,3178303.0
954.0,2.0,1.0,Punjab,5633636.0
2317.0,3.0,3.0,Meghalaya,14394263.0
3279.0,5.0,5.0,Arunachal Pradesh,25202416.0
1050.0,2.0,3.0,Gujarat,10876337.0
1371.0,4.0,5.0,Chhattisgarh,9884153.0
1612.0,3.0,2.0,Puducherry,12321508.0
2150.0,2.0,3.0,Andhra Pradesh,13377734.0
1206.0,2.0,1.0,Dadra and Nagar Haveli and Daman and Diu,6430006.0
1714.0,3.0,2.0,Manipur,11270190.0
2081.0,3.0,3.0,Odisha,15761801.0
1180.0,3.0,2.0,Lakshadweep,8007902.0
1686.0,2.0,2.0,Tamil Nadu,20315057.0
1027.0,3.0,3.0,Uttar Pradesh,8101188.0
1457.0,2.0,1.0,Bihar,10272604.0
1384.0,5.0,5.0,Uttarakhand,14497593.0
1126.0,2.0,2.0,Meghalaya,6401881.0
1626.0,2.0,3.0,Meghalaya,11092129.0
1831.0,3.0,2.0,Assam,13579566.0
1440.0,3.0,2.0,Meghalaya,8336858.0
1435.0,3.0,3.0,Puducherry,9330319.0
1302.0,3.0,2.0,Maharashtra,15417660.0
2137.0,5.0,6.0,Assam,18961725.0
2125.0,3.0,2.0,Lakshadweep,13555173.0
667.0,3.0,3.0,Uttar Pradesh,5267746.0
980.0,3.0,4.0,Puducherry,5965922.0
1353.0,1.0,1.0,Bihar,6272077.0
1400.0,3.0,2.0,Uttarakhand,11611354.0
1702.0,2.0,3.0,Uttarakhand,13862157.0
1900.0,3.0,3.0,Chhattisgarh,11417524.0
1220.0,1.0,1.0,Rajasthan,6470304.0
1602.0,5.0,4.0,Jharkhand,13083671.0
1696.0,3.0,4.0,Manipur,12184308.0
2664.0,4.0,5.0,Kerala,32984650.0
1015.0,3.0,3.0,Rajasthan,6802575.0
1288.0,1.0,1.0,West Bengal,8673890.0
2133.0,4.0,5.0,Rajasthan,18786234.0
2296.0,3.0,2.0,Uttar Pradesh,14556841.0
1394.0,4.0,3.0,Uttarakhand,13534175.0
2241.0,3.0,4.0,Assam,17148601.0
1978.0,3.0,2.0,Goa,29371589.0
1749.0,4.0,5.0,Odisha,13503291.0
1538.0,3.0,3.0,Manipur,12227634.0
1398.0,2.0,3.0,Andhra Pradesh,9497945.0
1412.0,3.0,2.0,Assam,11686412.0
1901.0,3.0,4.0,Lakshadweep,16553905.0
2134.0,5.0,4.0,Meghalaya,18742516.0
1687.0,2.0,1.0,Chhattisgarh,10195558.0
1545.0,3.0,4.0,Chhattisgarh,12357493.0
1023.0,4.0,4.0,Bihar,8066835.0
2661.0,3.0,4.0,Maharashtra,44509975.0
1364.0,3.0,2.0,Andaman and Nicobar Islands,9665445.0
1475.0,3.0,2.0,Maharashtra,18185488.0
1991.0,2.0,2.0,Ladakh,15049510.0
1645.0,3.0,4.0,Kerala,15489125.0
1649.0,2.0,2.0,Nagaland,11434357.0
1389.0,2.0,3.0,Lakshadweep,8465687.0
1555.0,3.0,4.0,Puducherry,13269755.0
1651.0,3.0,4.0,Punjab,10517122.0
1196.0,4.0,4.0,Uttar Pradesh,9786949.0
1261.0,2.0,3.0,Rajasthan,9700951.0
1681.0,2.0,2.0,Lakshadweep,8104517.0
2817.0,5.0,6.0,Ladakh,39191650.0
1638.0,2.0,2.0,Delhi,18652871.0
350.0,2.0,2.0,Manipur,2313519.0
1225.0,2.0,2.0,Chandigarh,12435529.0
2867.0,3.0,3.0,Uttar Pradesh,22690431.0
2521.0,4.0,5.0,Tamil Nadu,39995218.0
1494.0,4.0,5.0,Bihar,13917788.0
1870.0,3.0,3.0,Rajasthan,14461571.0
1022.0,2.0,1.0,Bihar,7724836.0
1062.0,2.0,2.0,Odisha,7335675.0
1298.0,3.0,2.0,Assam,11260162.0
1414.0,2.0,1.0,Ladakh,12033754.0
686.0,2.0,1.0,Mizoram,3353068.0
720.0,2.0,2.0,Puducherry,6146395.0
1618.0,2.0,3.0,Karnataka,18800937.0
1569.0,3.0,3.0,Uttar Pradesh,13472230.0
1980.0,3.0,3.0,Punjab,14460745.0
767.0,1.0,1.0,Dadra and Nagar Haveli and Daman and Diu,4945871.0
1932.0,3.0,4.0,Nagaland,13363768.0
1032.0,4.0,3.0,Puducherry,8654039.0
2354.0,3.0,4.0,Himachal Pradesh,21181403.0
814.0,4.0,5.0,Puducherry,8055732.0
1236.0,3.0,4.0,Tripura,9810017.0
2201.0,4.0,3.0,Sikkim,23502731.0
2386.0,2.0,1.0,Punjab,11022221.0
1646.0,2.0,1.0,Meghalaya,10165570.0
1824.0,2.0,3.0,Goa,23884992.0
1594.0,3.0,2.0,Rajasthan,11490147.0
941.0,2.0,3.0,Jammu and Kashmir,8732122.0
1296.0,2.0,1.0,Madhya Pradesh,7731950.0
1182.0,4.0,3.0,Haryana,13553688.0
917.0,2.0,1.0,Haryana,9548478.0
1513.0,2.0,3.0,Chandigarh,10860898.0
849.0,2.0,2.0,Uttarakhand,7272344.0
1898.0,3.0,3.0,Chandigarh,19385595.0
981.0,2.0,2.0,Assam,5678412.0
1475.0,2.0,2.0,Uttar Pradesh,9974694.0
1321.0,2.0,2.0,Madhya Pradesh,9851241.0
2325.0,4.0,4.0,Karnataka,38910026.0
2151.0,5.0,4.0,Puducherry,18156349.0
2451.0,3.0,2.0,Jammu and Kashmir,23402070.0
1445.0,3.0,3.0,Bihar,11615407.0
2036.0,4.0,3.0,Puducherry,15714297.0
2131.0,5.0,5.0,Chhattisgarh,17271287.0
1327.0,3.0,2.0,Madhya Pradesh,8605434.0
1465.0,4.0,5.0,Uttarakhand,16509897.0
1320.0,4.0,3.0,Uttar Pradesh,10243927.0
1212.0,4.0,3.0,Himachal Pradesh,10174495.0
580.0,3.0,3.0,Rajasthan,3368700.0
382.0,2.0,1.0,Meghalaya,2621618.0
772.0,1.0,1.0,Ladakh,5078279.0
2063.0,3.0,2.0,Chandigarh,22005554.0
984.0,3.0,2.0,Jammu and Kashmir,9766523.0
772.0,2.0,3.0,Mizoram,4399011.0
2552.0,3.0,4.0,West Bengal,19137856.0
1484.0,3.0,2.0,Andaman and Nicobar Islands,10204292.0
1780.0,4.0,5.0,Odisha,15484461.0
1690.0,2.0,3.0,Tamil Nadu,24227445.0
1491.0,2.0,2.0,Uttarakhand,10025076.0
873.0,4.0,4.0,Karnataka,13878457.0
1538.0,4.0,5.0,Bihar,14380105.0
1294.0,5.0,5.0,Goa,20645769.0
2694.0,4.0,4.0,Tamil Nadu,39425544.0
979.0,4.0,4.0,Telangana,15299012.0
841.0,2.0,3.0,Meghalaya,5920401.0
1012.0,2.0,3.0,Bihar,7319193.0
838.0,2.0,1.0,Bihar,5581320.0
2321.0,3.0,3.0,Ladakh,18345610.0
3094.0,5.0,6.0,Manipur,31501162.0
1061.0,2.0,1.0,Andhra Pradesh,7547622.0
934.0,3.0,4.0,Nagaland,7199616.0
405.0,2.0,3.0,Madhya Pradesh,2246916.0
1302.0,2.0,3.0,Andaman and Nicobar Islands,8680328.0
1327.0,2.0,1.0,Assam,8473653.0
1072.0,1.0,1.0,Kerala,7730982.0
2343.0,5.0,5.0,Puducherry,19817013.0
1519.0,2.0,2.0,Sikkim,10096801.0
2128.0,4.0,5.0,Karnataka,35068080.0
1613.0,3.0,3.0,Gujarat,17504101.0
868.0,2.0,2.0,Uttarakhand,5572602.0
1861.0,2.0,3.0,Kerala,19162153.0
1787.0,4.0,5.0,Haryana,21582568.0
1691.0,2.0,3.0,Karnataka,22411469.0
2285.0,4.0,4.0,Andaman and Nicobar Islands,17551793.0
846.0,2.0,3.0,Gujarat,7554582.0
954.0,3.0,2.0,Lakshadweep,6077591.0
1471.0,4.0,4.0,Uttar Pradesh,11090578.0
898.0,2.0,2.0,Puducherry,5850186.0
1873.0,2.0,1.0,Rajasthan,11895032.0
2145.0,5.0,5.0,Madhya Pradesh,18527833.0
1975.0,2.0,2.0,Assam,12185376.0
1883.0,3.0,3.0,Jharkhand,13130186.0
1526.0,3.0,2.0,West Bengal,13936206.0
1893.0,2.0,1.0,Andhra Pradesh,10719834.0
1501.0,4.0,3.0,Telangana,20167172.0
1986.0,4.0,4.0,Nagaland,22334190.0
1981.0,2.0,1.0,Gujarat,18979480.0
1904.0,4.0,4.0,Rajasthan,12804938.0
1368.0,2.0,3.0,Tamil Nadu,18799067.0
939.0,1.0,2.0,Andhra Pradesh,5002012.0
1740.0,3.0,2.0,Assam,13547281.0
2537.0,5.0,6.0,Mizoram,22502249.0
1357.0,1.0,1.0,West Bengal,7352394.0
2254.0,2.0,1.0,Andaman and Nicobar Islands,16780901.0
931.0,3.0,2.0,Mizoram,6979834.0
1876.0,4.0,3.0,Bihar,16341307.0
1321.0,2.0,3.0,Mizoram,9396018.0
1219.0,2.0,1.0,Meghalaya,7200877.0
2684.0,3.0,4.0,Assam,21722024.0
1497.0,2.0,2.0,Nagaland,11142452.0
1201.0,2.0,1.0,Tripura,7615411.0
1451.0,2.0,2.0,Telangana,21176424.0
578.0,2.0,1.0,Andhra Pradesh,3974816.0
1342.0,3.0,3.0,Delhi,18495290.0
2381.0,4.0,4.0,Delhi,36498478.0
1253.0,3.0,3.0,Kerala,13551476.0
1025.0,3.0,2.0,Chandigarh,8937462.0
3077.0,5.0,6.0,Tamil Nadu,51134861.0
2362.0,2.0,2.0,Punjab,15760505.0
1746.0,2.0,1.0,Sikkim,12739752.0
1297.0,4.0,4.0,Dadra and Nagar Haveli and Daman and Diu,10877422.0
1259.0,2.0,1.0,Andaman and Nicobar Islands,7876247.0
1370.0,3.0,4.0,Tripura,11288850.0
1694.0,4.0,5.0,Gujarat,22238177.0
844.0,2.0,1.0,Mizoram,5372199.0
1339.0,3.0,4.0,Tripura,8439644.0
1018.0,2.0,3.0,Andhra Pradesh,8360462.0
860.0,2.0,2.0,Andaman and Nicobar Islands,5494820.0
1677.0,3.0,2.0,Andaman and Nicobar Islands,11658271.0
1378.0,2.0,3.0,Chandigarh,13055044.0
2734.0,4.0,5.0,Andhra Pradesh,21413699.0
1789.0,4.0,5.0,Sikkim,21713699.0
1933.0,4.0,5.0,Manipur,18757497.0
1649.0,2.0,3.0,West Bengal,11741691.0
1289.0,2.0,3.0,Rajasthan,8601234.0
1693.0,2.0,1.0,Uttarakhand,13968230.0
1932.0,2.0,2.0,Delhi,23389309.0
2264.0,5.0,4.0,Gujarat,27742496.0
1404.0,2.0,1.0,Tamil Nadu,16830306.0
1479.0,2.0,3.0,Delhi,17480777.0
951.0,4.0,5.0,Arunachal Pradesh,8151839.0
1031.0,2.0,2.0,Nagaland,6865730.0
1010.0,1.0,2.0,Rajasthan,6476794.0
886.0,2.0,1.0,Uttarakhand,6298931.0
1979.0,3.0,2.0,Uttar Pradesh,15076455.0
2314.0,4.0,5.0,Bihar,17158631.0
932.0,2.0,2.0,Punjab,5641767.0
1963.0,4.0,4.0,Tamil Nadu,27355487.0
1396.0,4.0,4.0,Odisha,9804264.0
1907.0,4.0,3.0,Sikkim,20538472.0
1197.0,2.0,3.0,Tamil Nadu,13201410.0
1579.0,1.0,2.0,Kerala,12643016.0
1591.0,4.0,5.0,Andhra Pradesh,15231278.0
1893.0,2.0,2.0,Kerala,16752171.0
1401.0,3.0,3.0,Dadra and Nagar Haveli and Daman and Diu,9969010.0
1597.0,4.0,5.0,Bihar,11673416.0
856.0,2.0,2.0,Bihar,6120145.0
2339.0,4.0,4.0,Odisha,20767895.0
2806.0,5.0,4.0,Lakshadweep,26210337.0
1877.0,3.0,3.0,Madhya Pradesh,14545973.0
2716.0,3.0,3.0,Puducherry,19947085.0
2442.0,4.0,4.0,Madhya Pradesh,18443993.0
1275.0,3.0,2.0,Meghalaya,8075174.0
1458.0,3.0,2.0,Assam,11819447.0
2056.0,4.0,5.0,Tamil Nadu,34478477.0
1304.0,3.0,3.0,Kerala,12720245.0
2041.0,2.0,2.0,Chandigarh,19482178.0
1733.0,2.0,2.0,Sikkim,13364705.0
1492.0,2.0,2.0,Puducherry,8385034.0
1826.0,3.0,4.0,Andhra Pradesh,14061549.0
2676.0,3.0,2.0,Chhattisgarh,17848891.0
1856.0,3.0,4.0,Andaman and Nicobar Islands,12394637.0
1362.0,2.0,1.0,Goa,12905287.0
2473.0,4.0,4.0,Assam,16191941.0
2231.0,4.0,4.0,Odisha,17180388.0
1319.0,2.0,3.0,Lakshadweep,8825391.0
1727.0,3.0,2.0,West Bengal,10850131.0
2184.0,3.0,3.0,Puducherry,17141093.0
1837.0,3.0,2.0,Meghalaya,12794307.0
929.0,2.0,1.0,Lakshadweep,6198262.0
721.0,4.0,5.0,Andhra Pradesh,5867052.0
1455.0,5.0,6.0,Arunachal Pradesh,11989880.0
1427.0,3.0,3.0,Meghalaya,10530822.0
1627.0,4.0,4.0,Andaman and Nicobar Islands,11126632.0
969.0,5.0,5.0,Andhra Pradesh,9120457.0
1465.0,2.0,1.0,Dadra and Nagar Haveli and Daman and Diu,8113555.0
2074.0,3.0,3.0,Telangana,30945999.0
730.0,3.0,2.0,Kerala,7185604.0
2248.0,5.0,6.0,Odisha,23065124.0
1392.0,2.0,2.0,Jharkhand,7829101.0
1840.0,2.0,1.0,Chhattisgarh,10547774.0
1492.0,4.0,4.0,Jammu and Kashmir,15477210.0
1251.0,2.0,3.0,Assam,9644594.0
2917.0,4.0,3.0,Punjab,27302962.0
1590.0,2.0,3.0,Chhattisgarh,10801754.0
1797.0,5.0,5.0,Jammu and Kashmir,23863011.0
1882.0,4.0,4.0,West Bengal,14641652.0
1452.0,2.0,3.0,Manipur,11109717.0
1305.0,4.0,4.0,Kerala,13634813.0
1529.0,2.0,1.0,Madhya Pradesh,10022054.0
1305.0,3.0,4.0,Rajasthan,7074713.0
1410.0,3.0,2.0,Goa,15814139.0
1276.0,4.0,4.0,Meghalaya,10860508.0
1115.0,1.0,2.0,Telangana,10370928.0
1104.0,2.0,2.0,Maharashtra,13926747.0
1274.0,3.0,4.0,Kerala,15566624.0
1675.0,3.0,3.0,Chandigarh,16749857.0
2111.0,3.0,2.0,Delhi,24177461.0
1150.0,1.0,1.0,Uttarakhand,7635318.0
1733.0,2.0,2.0,Madhya Pradesh,9958973.0
1721.0,4.0,3.0,Gujarat,19381110.0
1505.0,1.0,1.0,Karnataka,16087501.0
1608.0,2.0,2.0,Maharashtra,18587427.0
1805.0,5.0,6.0,Madhya Pradesh,19725763.0
1581.0,1.0,1.0,Odisha,8262624.0
1906.0,3.0,4.0,Goa,30961540.0
1436.0,2.0,2.0,Mizoram,8167729.0
2021.0,4.0,4.0,Karnataka,30335112.0
2163.0,3.0,3.0,Uttar Pradesh,17982232.0
1463.0,4.0,3.0,Chandigarh,18942480.0
1212.0,2.0,3.0,Chandigarh,11370672.0
1902.0,3.0,2.0,Kerala,20814350.0
1984.0,4.0,3.0,Lakshadweep,16257340.0
1127.0,2.0,3.0,Nagaland,7124896.0
1404.0,2.0,2.0,Jharkhand,9800539.0
1199.0,1.0,2.0,Tripura,8772513.0
1160.0,5.0,5.0,Ladakh,13335189.0
1441.0,3.0,2.0,Bihar,10803319.0
1639.0,3.0,2.0,Bihar,12433820.0
1573.0,3.0,3.0,West Bengal,9443806.0
2222.0,3.0,2.0,Bihar,16459894.0
1034.0,3.0,4.0,Uttarakhand,8424760.0
1177.0,3.0,2.0,Gujarat,11221202.0
350.0,3.0,4.0,Assam,3323644.0
1290.0,2.0,1.0,Gujarat,11407251.0
1698.0,4.0,3.0,Meghalaya,12068021.0
1794.0,4.0,3.0,Karnataka,29406643.0
1895.0,2.0,1.0,Rajasthan,10480069.0
2368.0,3.0,3.0,Manipur,16313471.0
1449.0,2.0,1.0,Jharkhand,10396996.0
1571.0,5.0,5.0,Meghalaya,13958913.0
2043.0,4.0,4.0,Uttarakhand,16468776.0
1395.0,4.0,3.0,Jharkhand,11591298.0
1276.0,2.0,1.0,Chandigarh,11083473.0
852.0,2.0,1.0,Jharkhand,6298871.0
1333.0,2.0,1.0,Tamil Nadu,14239116.0
1692.0,2.0,1.0,Dadra and Nagar Haveli and Daman and Diu,11889951.0
2702.0,2.0,1.0,Uttarakhand,25173138.0
1287.0,1.0,1.0,Manipur,6609919.0
1575.0,5.0,4.0,Manipur,13200182.0
833.0,1.0,1.0,Haryana,7288641.0
1787.0,2.0,2.0,Uttar Pradesh,10420480.0
1554.0,4.0,4.0,Andhra Pradesh,12931501.0
1932.0,3.0,2.0,Gujarat,19287307.0
2093.0,4.0,3.0,Karnataka,29252863.0
1726.0,3.0,3.0,Ladakh,15555780.0
1278.0,4.0,3.0,Ladakh,12373720.0
1844.0,3.0,3.0,Chandigarh,20006004.0
1923.0,3.0,4.0,Delhi,24844622.0
1398.0,3.0,3.0,Assam,9499413.0
2476.0,3.0,2.0,Maharashtra,31632318.0
1182.0,2.0,3.0,Himachal Pradesh,9781421.0
2030.0,3.0,2.0,Maharashtra,24923328.0
493.0,2.0,1.0,Manipur,3195905.0
2498.0,4.0,3.0,Odisha,15241255.0
2141.0,2.0,3.0,Madhya Pradesh,13204501.0
1378.0,2.0,3.0,Mizoram,9002367.0
1816.0,2.0,2.0,Manipur,10591330.0
1320.0,4.0,4.0,Mizoram,12719204.0
1217.0,2.0,2.0,Meghalaya,7928405.0
2349.0,3.0,3.0,Haryana,25523528.0
1094.0,4.0,4.0,Delhi,15334755.0
992.0,1.0,2.0,Rajasthan,5920928.0
2325.0,4.0,5.0,Himachal Pradesh,20336069.0
1843.0,2.0,1.0,Madhya Pradesh,11265966.0
1266.0,2.0,2.0,Dadra and Nagar Haveli and Daman and Diu,7303723.0
1395.0,3.0,4.0,Karnataka,18771992.0
1566.0,4.0,4.0,Madhya Pradesh,8744620.0
1885.0,2.0,1.0,Meghalaya,10170237.0
1193.0,3.0,4.0,Lakshadweep,10575421.0
2002.0,2.0,2.0,Himachal Pradesh,17611958.0
2003.0,3.0,3.0,Uttarakhand,20787597.0
1635.0,3.0,3.0,Lakshadweep,13884932.0
1787.0,3.0,2.0,Sikkim,16686565.0
1405.0,3.0,3.0,Puducherry,9672545.0
1501.0,2.0,2.0,Maharashtra,15770044.0
960.0,3.0,4.0,Telangana,15202101.0
1709.0,3.0,2.0,Bihar,12090136.0
1301.0,3.0,2.0,Uttar Pradesh,11866375.0
1520.0,1.0,1.0,Tamil Nadu,15347969.0
1616.0,3.0,4.0,Lakshadweep,15069323.0
946.0,2.0,2.0,Puducherry,6033306.0
963.0,2.0,2.0,Lakshadweep,7263060.0
2137.0,2.0,3.0,Goa,32099803.0
1850.0,3.0,3.0,Rajasthan,11814749.0
865.0,3.0,2.0,Delhi,10557957.0
1734.0,2.0,3.0,Haryana,15008290.0
1938.0,4.0,4.0,Lakshadweep,13314831.0
3398.0,3.0,2.0,Tamil Nadu,47563241.0
2088.0,4.0,4.0,Jammu and Kashmir,20224229.0
1586.0,3.0,4.0,Ladakh,14810568.0
2373.0,3.0,3.0,Andhra Pradesh,18428553.0
968.0,3.0,3.0,Bihar,5476350.0
1426.0,4.0,4.0,Arunachal Pradesh,13268303.0
2267.0,3.0,4.0,Arunachal Pradesh,16377124.0
1455.0,3.0,4.0,Telangana,21547565.0
837.0,3.0,2.0,Tamil Nadu,11655503.0
1532.0,3.0,3.0,Sikkim,15984705.0
1954.0,1.0,1.0,Arunachal Pradesh,11036243.0
2010.0,3.0,2.0,Arunachal Pradesh,10514406.0
1469.0,3.0,4.0,Gujarat,16299356.0
1302.0,4.0,3.0,Maharashtra,19200362.0
1431.0,3.0,3.0,Himachal Pradesh,11230435.0
1650.0,3.0,2.0,Ladakh,14508315.0
2546.0,5.0,4.0,Chhattisgarh,20898320.0
2172.0,3.0,4.0,Puducherry,13738066.0
1256.0,2.0,1.0,Haryana,12377721.0
1150.0,2.0,1.0,Arunachal Pradesh,6690565.0
930.0,2.0,3.0,Puducherry,5980221.0
1484.0,1.0,2.0,Tripura,8381711.0
1381.0,3.0,2.0,Andaman and Nicobar Islands,11131919.0
1635.0,4.0,3.0,Karnataka,23428400.0
1801.0,3.0,4.0,Sikkim,16871922.0
739.0,1.0,2.0,Odisha,4185548.0
1476.0,3.0,4.0,Tamil Nadu,21687123.0
1405.0,2.0,2.0,Jharkhand,10611218.0
2271.0,5.0,4.0,Jammu and Kashmir,25846181.0
2082.0,2.0,3.0,Odisha,15234382.0
2018.0,3.0,2.0,Chandigarh,22210896.0
1487.0,2.0,1.0,Delhi,14292973.0
1504.0,3.0,4.0,Manipur,10147921.0
1283.0,2.0,2.0,Nagaland,8134361.0
1666.0,4.0,3.0,Bihar,11862905.0
1658.0,2.0,1.0,Lakshadweep,9024286.0
2012.0,4.0,4.0,Jammu and Kashmir,15475020.0
931.0,3.0,2.0,Lakshadweep,5479572.0
1323.0,4.0,5.0,Uttarakhand,13130486.0
2295.0,4.0,4.0,Arunachal Pradesh,18343593.0
1574.0,5.0,5.0,West Bengal,12589999.0
680.0,2.0,2.0,Kerala,6521183.0
2458.0,2.0,2.0,Punjab,15145237.0
1440.0,2.0,2.0,Karnataka,19541413.0
1845.0,2.0,3.0,Haryana,17875055.0
1916.0,3.0,3.0,Punjab,15114011.0
1561.0,5.0,5.0,Nagaland,14135743.0
1454.0,5.0,5.0,Chandigarh,15625017.0
2842.0,3.0,2.0,Odisha,19733795.0
2294.0,3.0,4.0,Punjab,14732085.0
2197.0,4.0,4.0,Jammu and Kashmir,21511471.0
2127.0,5.0,6.0,Uttar Pradesh,17624997.0
1143.0,2.0,3.0,Mizoram,8080837.0
2036.0,3.0,4.0,Himachal Pradesh,15850574.0
1535.0,4.0,5.0,Andaman and Nicobar Islands,12793731.0
